log_time_ns,frame_id,latitude,longitude,altitude,status
1765375371384983905,ublox_rover_wave,52.40152431,16.95167547,100.239,2
1765375371484983905,ublox_rover_circle,52.4015428,16.95185767,100.151,2
1765375371484983905,ublox_rover_line,52.40134034,16.95165251,100.151,2
1765375371484983905,ublox_rover_wave,52.40152458,16.95167747,100.151,2
1765375371584983905,ublox_rover_circle,52.40154412,16.95185728,100.247,2
1765375371584983905,ublox_rover_line,52.40134034,16.95165325,100.247,2
1765375371584983905,ublox_rover_wave,52.40152485,16.95167945,100.247,2
1765375371684983905,ublox_rover_circle,52.40154545,16.95185688,100.083,2
1765375371684983905,ublox_rover_line,52.40134034,16.95165399,100.083,2
1765375371684983905,ublox_rover_wave,52.40152512,16.95168138,100.083,2
1765375371784983905,ublox_rover_circle,52.40154677,16.95185645,99.964,2
1765375371784983905,ublox_rover_line,52.40134034,16.95165472,99.964,2
1765375371784983905,ublox_rover_wave,52.40152539,16.95168327,99.964,2
1765375371884983905,ublox_rover_circle,52.40154809,16.951856,100.315,2
1765375371884983905,ublox_rover_line,52.40134034,16.95165546,100.315,2
1765375371884983905,ublox_rover_wave,52.40152566,16.95168512,100.315,2
1765375371984983905,ublox_rover_circle,52.40154941,16.95185553,100.162,2
1765375371984983905,ublox_rover_line,52.40134034,16.9516562,100.162,2
1765375371984983905,ublox_rover_wave,52.40152593,16.95168693,100.162,2
1765375372084983905,ublox_rover_circle,52.40155072,16.95185504,100.251,2
1765375372084983905,ublox_rover_line,52.40134034,16.95165693,100.251,2
1765375372084983905,ublox_rover_wave,52.4015262,16.95168868,100.251,2
1765375372184983905,ublox_rover_circle,52.40155203,16.95185452,100.213,2
1765375372184983905,ublox_rover_line,52.40134034,16.95165767,100.213,2
1765375372184983905,ublox_rover_wave,52.40152647,16.95169039,100.213,2
1765375372284983905,ublox_rover_circle,52.40155334,16.95185399,100.033,2
1765375372284983905,ublox_rover_line,52.40134034,16.9516584,100.033,2
1765375372284983905,ublox_rover_wave,52.40152674,16.95169206,100.033,2
1765375372384983905,ublox_rover_circle,52.40155464,16.95185343,100.224,2
1765375372384983905,ublox_rover_line,52.40134034,16.95165914,100.224,2
1765375372384983905,ublox_rover_wave,52.40152701,16.95169366,100.224,2
1765375372484983905,ublox_rover_circle,52.40155594,16.95185285,100.083,2
1765375372484983905,ublox_rover_line,52.40134034,16.95165988,100.083,2
1765375372484983905,ublox_rover_wave,52.40152728,16.95169522,100.083,2
1765375372584983905,ublox_rover_circle,52.40155724,16.95185225,100.222,2
1765375372584983905,ublox_rover_line,52.40134034,16.95166061,100.222,2
1765375372584983905,ublox_rover_wave,52.40152755,16.95169672,100.222,2
1765375372684983905,ublox_rover_circle,52.40155853,16.95185163,99.918,2
1765375372684983905,ublox_rover_line,52.40134034,16.95166135,99.918,2
1765375372684983905,ublox_rover_wave,52.40152782,16.95169817,99.918,2
1765375372784983905,ublox_rover_circle,52.40155982,16.95185099,99.876,2
1765375372784983905,ublox_rover_line,52.40134034,16.95166209,99.876,2
1765375372784983905,ublox_rover_wave,52.40152808,16.95169956,99.876,2
1765375372884983905,ublox_rover_circle,52.40156111,16.95185032,99.995,2
1765375372884983905,ublox_rover_line,52.40134034,16.95166282,99.995,2
1765375372884983905,ublox_rover_wave,52.40152835,16.95170089,99.995,2
1765375372984983905,ublox_rover_circle,52.40156239,16.95184964,100.053,2
1765375372984983905,ublox_rover_line,52.40134034,16.95166356,100.053,2
1765375372984983905,ublox_rover_wave,52.40152862,16.95170216,100.053,2
1765375373084983905,ublox_rover_circle,52.40156366,16.95184893,100.218,2
1765375373084983905,ublox_rover_line,52.40134034,16.95166429,100.218,2
1765375373084983905,ublox_rover_wave,52.40152889,16.95170337,100.218,2
1765375373184983905,ublox_rover_circle,52.40156494,16.95184821,100.245,2
1765375373184983905,ublox_rover_line,52.40134034,16.95166503,100.245,2
1765375373184983905,ublox_rover_wave,52.40152916,16.95170451,100.245,2
1765375373284983905,ublox_rover_circle,52.4015662,16.95184746,100.148,2
1765375373284983905,ublox_rover_line,52.40134034,16.95166577,100.148,2
1765375373284983905,ublox_rover_wave,52.40152943,16.95170559,100.148,2
1765375373384983905,ublox_rover_circle,52.40156747,16.95184669,99.997,2
1765375373384983905,ublox_rover_line,52.40134034,16.9516665,99.997,2
1765375373384983905,ublox_rover_wave,52.4015297,16.95170661,99.997,2
1765375373484983905,ublox_rover_circle,52.40156873,16.95184591,100.006,2
1765375373484983905,ublox_rover_line,52.40134034,16.95166724,100.006,2
1765375373484983905,ublox_rover_wave,52.40152997,16.95170756,100.006,2
1765375373584983905,ublox_rover_circle,52.40156998,16.9518451,100.155,2
1765375373584983905,ublox_rover_line,52.40134034,16.95166797,100.155,2
1765375373584983905,ublox_rover_wave,52.40153024,16.95170845,100.155,2
1765375373684983905,ublox_rover_circle,52.40157123,16.95184427,100.188,2
1765375373684983905,ublox_rover_line,52.40134034,16.95166871,100.188,2
1765375373684983905,ublox_rover_wave,52.40153051,16.95170926,100.188,2
1765375373784983905,ublox_rover_circle,52.40157247,16.95184342,100.181,2
1765375373784983905,ublox_rover_line,52.40134034,16.95166945,100.181,2
1765375373784983905,ublox_rover_wave,52.40153078,16.95171001,100.181,2
1765375373884983905,ublox_rover_circle,52.40157371,16.95184255,99.97,2
1765375373884983905,ublox_rover_line,52.40134034,16.95167018,99.97,2
1765375373884983905,ublox_rover_wave,52.40153105,16.95171069,99.97,2
1765375373984983905,ublox_rover_circle,52.40157494,16.95184166,100.028,2
1765375373984983905,ublox_rover_line,52.40134034,16.95167092,100.028,2
1765375373984983905,ublox_rover_wave,52.40153132,16.9517113,100.028,2
1765375374084983905,ublox_rover_circle,52.40157617,16.95184075,100.093,2
1765375374084983905,ublox_rover_line,52.40134034,16.95167166,100.093,2
1765375374084983905,ublox_rover_wave,52.40153159,16.95171184,100.093,2
1765375374184983905,ublox_rover_circle,52.40157739,16.95183982,100.125,2
1765375374184983905,ublox_rover_line,52.40134034,16.95167239,100.125,2
1765375374184983905,ublox_rover_wave,52.40153186,16.95171231,100.125,2
1765375374284983905,ublox_rover_circle,52.40157861,16.95183886,100.213,2
1765375374284983905,ublox_rover_line,52.40134034,16.95167313,100.213,2
1765375374284983905,ublox_rover_wave,52.40153213,16.95171271,100.213,2
1765375374384983905,ublox_rover_circle,52.40157982,16.95183789,100.122,2
1765375374384983905,ublox_rover_line,52.40134034,16.95167386,100.122,2
1765375374384983905,ublox_rover_wave,52.4015324,16.95171304,100.122,2
1765375374484983905,ublox_rover_circle,52.40158102,16.9518369,100.175,2
1765375374484983905,ublox_rover_line,52.40134034,16.9516746,100.175,2
1765375374484983905,ublox_rover_wave,52.40153267,16.95171329,100.175,2
1765375374584983905,ublox_rover_circle,52.40158222,16.95183589,100.148,2
1765375374584983905,ublox_rover_line,52.40134034,16.95167534,100.148,2
1765375374584983905,ublox_rover_wave,52.40153294,16.95171347,100.148,2
1765375374684983905,ublox_rover_circle,52.40158342,16.95183486,100.225,2
1765375374684983905,ublox_rover_line,52.40134034,16.95167607,100.225,2
1765375374684983905,ublox_rover_wave,52.40153321,16.95171358,100.225,2
1765375374784983905,ublox_rover_circle,52.4015846,16.95183382,100.26,2
1765375374784983905,ublox_rover_line,52.40134034,16.95167681,100.26,2
1765375374784983905,ublox_rover_wave,52.40153347,16.95171362,100.26,2
1765375374884983905,ublox_rover_circle,52.40158578,16.95183275,100.036,2
1765375374884983905,ublox_rover_line,52.40134034,16.95167754,100.036,2
1765375374884983905,ublox_rover_wave,52.40153374,16.95171358,100.036,2
1765375374984983905,ublox_rover_circle,52.40158695,16.95183166,100.16,2
1765375374984983905,ublox_rover_line,52.40134034,16.95167828,100.16,2
1765375374984983905,ublox_rover_wave,52.40153401,16.95171347,100.16,2
1765375375084983905,ublox_rover_circle,52.40158812,16.95183055,100.162,2
1765375375084983905,ublox_rover_line,52.40134034,16.95167902,100.162,2
1765375375084983905,ublox_rover_wave,52.40153428,16.95171329,100.162,2
1765375375184983905,ublox_rover_circle,52.40158928,16.95182943,100.193,2
1765375375184983905,ublox_rover_line,52.40134034,16.95167975,100.193,2
1765375375184983905,ublox_rover_wave,52.40153455,16.95171304,100.193,2
1765375375284983905,ublox_rover_circle,52.40159043,16.95182828,99.894,2
1765375375284983905,ublox_rover_line,52.40134034,16.95168049,99.894,2
1765375375284983905,ublox_rover_wave,52.40153482,16.95171271,99.894,2
1765375375384983905,ublox_rover_circle,52.40159158,16.95182712,100.281,2
1765375375384983905,ublox_rover_line,52.40134034,16.95168123,100.281,2
1765375375384983905,ublox_rover_wave,52.40153509,16.95171231,100.281,2
1765375375484983905,ublox_rover_circle,52.40159271,16.95182593,100.275,2
1765375375484983905,ublox_rover_line,52.40134034,16.95168196,100.275,2
1765375375484983905,ublox_rover_wave,52.40153536,16.95171184,100.275,2
1765375375584983905,ublox_rover_circle,52.40159384,16.95182473,100.256,2
1765375375584983905,ublox_rover_line,52.40134034,16.9516827,100.256,2
1765375375584983905,ublox_rover_wave,52.40153563,16.9517113,100.256,2
1765375375684983905,ublox_rover_circle,52.40159497,16.95182351,100.363,2
1765375375684983905,ublox_rover_line,52.40134034,16.95168343,100.363,2
1765375375684983905,ublox_rover_wave,52.4015359,16.95171069,100.363,2
1765375375784983905,ublox_rover_circle,52.40159608,16.95182228,100.091,2
1765375375784983905,ublox_rover_line,52.40134034,16.95168417,100.091,2
1765375375784983905,ublox_rover_wave,52.40153617,16.95171001,100.091,2
1765375375884983905,ublox_rover_circle,52.40159719,16.95182102,99.94,2
1765375375884983905,ublox_rover_line,52.40134034,16.95168491,99.94,2
1765375375884983905,ublox_rover_wave,52.40153644,16.95170926,99.94,2
1765375375984983905,ublox_rover_circle,52.40159829,16.95181975,100.249,2
1765375375984983905,ublox_rover_line,52.40134034,16.95168564,100.249,2
1765375375984983905,ublox_rover_wave,52.40153671,16.95170845,100.249,2
1765375376084983905,ublox_rover_circle,52.40159939,16.95181845,100.284,2
1765375376084983905,ublox_rover_line,52.40134034,16.95168638,100.284,2
1765375376084983905,ublox_rover_wave,52.40153698,16.95170756,100.284,2
1765375376184983905,ublox_rover_circle,52.40160047,16.95181714,100.187,2
1765375376184983905,ublox_rover_line,52.40134034,16.95168711,100.187,2
1765375376184983905,ublox_rover_wave,52.40153725,16.95170661,100.187,2
1765375376284983905,ublox_rover_circle,52.40160155,16.95181582,99.912,2
1765375376284983905,ublox_rover_line,52.40134034,16.95168785,99.912,2
1765375376284983905,ublox_rover_wave,52.40153752,16.95170559,99.912,2
1765375376384983905,ublox_rover_circle,52.40160262,16.95181447,100.027,2
1765375376384983905,ublox_rover_line,52.40134034,16.95168859,100.027,2
1765375376384983905,ublox_rover_wave,52.40153779,16.95170451,100.027,2
1765375376484983905,ublox_rover_circle,52.40160368,16.95181311,99.856,2
1765375376484983905,ublox_rover_line,52.40134034,16.95168932,99.856,2
1765375376484983905,ublox_rover_wave,52.40153806,16.95170337,99.856,2
1765375376584983905,ublox_rover_circle,52.40160473,16.95181173,100.121,2
1765375376584983905,ublox_rover_line,52.40134034,16.95169006,100.121,2
1765375376584983905,ublox_rover_wave,52.40153833,16.95170216,100.121,2
1765375376684983905,ublox_rover_circle,52.40160577,16.95181033,99.949,2
1765375376684983905,ublox_rover_line,52.40134034,16.9516908,99.949,2
1765375376684983905,ublox_rover_wave,52.4015386,16.95170089,99.949,2
1765375376784983905,ublox_rover_circle,52.40160681,16.95180892,100.05,2
1765375376784983905,ublox_rover_line,52.40134034,16.95169153,100.05,2
1765375376784983905,ublox_rover_wave,52.40153886,16.95169956,100.05,2
1765375376884983905,ublox_rover_circle,52.40160783,16.95180749,100.497,2
1765375376884983905,ublox_rover_line,52.40134034,16.95169227,100.497,2
1765375376884983905,ublox_rover_wave,52.40153913,16.95169817,100.497,2
1765375376984983905,ublox_rover_circle,52.40160885,16.95180604,100.308,2
1765375376984983905,ublox_rover_line,52.40134034,16.951693,100.308,2
1765375376984983905,ublox_rover_wave,52.4015394,16.95169672,100.308,2
1765375377084983905,ublox_rover_circle,52.40160986,16.95180457,100.057,2
1765375377084983905,ublox_rover_line,52.40134034,16.95169374,100.057,2
1765375377084983905,ublox_rover_wave,52.40153967,16.95169522,100.057,2
1765375377184983905,ublox_rover_circle,52.40161086,16.95180309,100.153,2
1765375377184983905,ublox_rover_line,52.40134034,16.95169448,100.153,2
1765375377184983905,ublox_rover_wave,52.40153994,16.95169366,100.153,2
1765375377284983905,ublox_rover_circle,52.40161185,16.95180159,100.254,2
1765375377284983905,ublox_rover_line,52.40134034,16.95169521,100.254,2
1765375377284983905,ublox_rover_wave,52.40154021,16.95169206,100.254,2
1765375377384983905,ublox_rover_circle,52.40161283,16.95180008,100.288,2
1765375377384983905,ublox_rover_line,52.40134034,16.95169595,100.288,2
1765375377384983905,ublox_rover_wave,52.40154048,16.95169039,100.288,2
1765375377484983905,ublox_rover_circle,52.4016138,16.95179855,100.338,2
1765375377484983905,ublox_rover_line,52.40134034,16.95169669,100.338,2
1765375377484983905,ublox_rover_wave,52.40154075,16.95168868,100.338,2
1765375377584983905,ublox_rover_circle,52.40161476,16.95179701,100.236,2
1765375377584983905,ublox_rover_line,52.40134034,16.95169742,100.236,2
1765375377584983905,ublox_rover_wave,52.40154102,16.95168693,100.236,2
1765375377684983905,ublox_rover_circle,52.40161572,16.95179545,100.298,2
1765375377684983905,ublox_rover_line,52.40134034,16.95169816,100.298,2
1765375377684983905,ublox_rover_wave,52.40154129,16.95168512,100.298,2
1765375377784983905,ublox_rover_circle,52.40161666,16.95179387,100.275,2
1765375377784983905,ublox_rover_line,52.40134034,16.95169889,100.275,2
1765375377784983905,ublox_rover_wave,52.40154156,16.95168327,100.275,2
1765375377884983905,ublox_rover_circle,52.4016176,16.95179228,100.251,2
1765375377884983905,ublox_rover_line,52.40134034,16.95169963,100.251,2
1765375377884983905,ublox_rover_wave,52.40154183,16.95168138,100.251,2
1765375377984983905,ublox_rover_circle,52.40161852,16.95179067,99.947,2
1765375377984983905,ublox_rover_line,52.40134034,16.95170037,99.947,2
1765375377984983905,ublox_rover_wave,52.4015421,16.95167945,99.947,2
1765375378084983905,ublox_rover_circle,52.40161943,16.95178905,100.068,2
1765375378084983905,ublox_rover_line,52.40134034,16.9517011,100.068,2
1765375378084983905,ublox_rover_wave,52.40154237,16.95167747,100.068,2
1765375378184983905,ublox_rover_circle,52.40162034,16.95178741,100.163,2
1765375378184983905,ublox_rover_line,52.40134034,16.95170184,100.163,2
1765375378184983905,ublox_rover_wave,52.40154264,16.95167547,100.163,2
1765375378284983905,ublox_rover_circle,52.40162123,16.95178576,100.092,2
1765375378284983905,ublox_rover_line,52.40134034,16.95170257,100.092,2
1765375378284983905,ublox_rover_wave,52.40154291,16.95167342,100.092,2
1765375378384983905,ublox_rover_circle,52.40162212,16.95178409,100.244,2
1765375378384983905,ublox_rover_line,52.40134034,16.95170331,100.244,2
1765375378384983905,ublox_rover_wave,52.40154318,16.95167134,100.244,2
1765375378484983905,ublox_rover_circle,52.40162299,16.95178241,99.943,2
1765375378484983905,ublox_rover_line,52.40134034,16.95170405,99.943,2
1765375378484983905,ublox_rover_wave,52.40154345,16.95166924,99.943,2
1765375378584983905,ublox_rover_circle,52.40162385,16.95178072,100.144,2
1765375378584983905,ublox_rover_line,52.40134034,16.95170478,100.144,2
1765375378584983905,ublox_rover_wave,52.40154372,16.9516671,100.144,2
1765375378684983905,ublox_rover_circle,52.40162471,16.95177901,100.328,2
1765375378684983905,ublox_rover_line,52.40134034,16.95170552,100.328,2
1765375378684983905,ublox_rover_wave,52.40154398,16.95166494,100.328,2
1765375378784983905,ublox_rover_circle,52.40162555,16.95177728,100.199,2
1765375378784983905,ublox_rover_line,52.40134034,16.95170626,100.199,2
1765375378784983905,ublox_rover_wave,52.40154425,16.95166275,100.199,2
1765375378884983905,ublox_rover_circle,52.40162638,16.95177555,100.297,2
1765375378884983905,ublox_rover_line,52.40134034,16.95170699,100.297,2
1765375378884983905,ublox_rover_wave,52.40154452,16.95166054,100.297,2
1765375378984983905,ublox_rover_circle,52.4016272,16.9517738,100.036,2
1765375378984983905,ublox_rover_line,52.40134034,16.95170773,100.036,2
1765375378984983905,ublox_rover_wave,52.40154479,16.95165831,100.036,2
1765375379084983905,ublox_rover_circle,52.40162802,16.95177203,100.335,2
1765375379084983905,ublox_rover_line,52.40134034,16.95170846,100.335,2
1765375379084983905,ublox_rover_wave,52.40154506,16.95165606,100.335,2
1765375379184983905,ublox_rover_circle,52.40162882,16.95177026,100.533,2
1765375379184983905,ublox_rover_line,52.40134034,16.9517092,100.533,2
1765375379184983905,ublox_rover_wave,52.40154533,16.95165379,100.533,2
1765375379284983905,ublox_rover_circle,52.40162961,16.95176847,99.945,2
1765375379284983905,ublox_rover_line,52.40134034,16.95170994,99.945,2
1765375379284983905,ublox_rover_wave,52.4015456,16.95165152,99.945,2
1765375379384983905,ublox_rover_circle,52.40163038,16.95176666,100.117,2
1765375379384983905,ublox_rover_line,52.40134034,16.95171067,100.117,2
1765375379384983905,ublox_rover_wave,52.40154587,16.95164923,100.117,2
1765375379484983905,ublox_rover_circle,52.40163115,16.95176485,100.083,2
1765375379484983905,ublox_rover_line,52.40134034,16.95171141,100.083,2
1765375379484983905,ublox_rover_wave,52.40154614,16.95164693,100.083,2
1765375379584983905,ublox_rover_circle,52.40163191,16.95176302,100.161,2
1765375379584983905,ublox_rover_line,52.40134034,16.95171214,100.161,2
1765375379584983905,ublox_rover_wave,52.40154641,16.95164462,100.161,2
1765375379684983905,ublox_rover_circle,52.40163265,16.95176118,100.052,2
1765375379684983905,ublox_rover_line,52.40134034,16.95171288,100.052,2
1765375379684983905,ublox_rover_wave,52.40154668,16.95164231,100.052,2
1765375379784983905,ublox_rover_circle,52.40163339,16.95175933,100.109,2
1765375379784983905,ublox_rover_line,52.40134034,16.95171362,100.109,2
1765375379784983905,ublox_rover_wave,52.40154695,16.95164,100.109,2
1765375379884983905,ublox_rover_circle,52.40163411,16.95175746,100.322,2
1765375379884983905,ublox_rover_line,52.40134034,16.95171435,100.322,2
1765375379884983905,ublox_rover_wave,52.40154722,16.95163769,100.322,2
1765375379984983905,ublox_rover_circle,52.40163482,16.95175559,100.257,2
1765375379984983905,ublox_rover_line,52.40134034,16.95171509,100.257,2
1765375379984983905,ublox_rover_wave,52.40154749,16.95163538,100.257,2
1765375380084983905,ublox_rover_circle,52.40163552,16.9517537,100.365,2
1765375380084983905,ublox_rover_line,52.40134034,16.95171583,100.365,2
1765375380084983905,ublox_rover_wave,52.40154776,16.95163307,100.365,2
1765375380184983905,ublox_rover_circle,52.40163621,16.9517518,100.402,2
1765375380184983905,ublox_rover_line,52.40134034,16.95171656,100.402,2
1765375380184983905,ublox_rover_wave,52.40154803,16.95163077,100.402,2
1765375380284983905,ublox_rover_circle,52.40163688,16.95174989,100.241,2
1765375380284983905,ublox_rover_line,52.40134034,16.9517173,100.241,2
1765375380284983905,ublox_rover_wave,52.4015483,16.95162848,100.241,2
1765375380384983905,ublox_rover_circle,52.40163755,16.95174797,100.263,2
1765375380384983905,ublox_rover_line,52.40134034,16.95171803,100.263,2
1765375380384983905,ublox_rover_wave,52.40154857,16.95162621,100.263,2
1765375380484983905,ublox_rover_circle,52.4016382,16.95174604,100.074,2
1765375380484983905,ublox_rover_line,52.40134034,16.95171877,100.074,2
1765375380484983905,ublox_rover_wave,52.40154884,16.95162394,100.074,2
1765375380584983905,ublox_rover_circle,52.40163884,16.95174409,100.262,2
1765375380584983905,ublox_rover_line,52.40134034,16.95171951,100.262,2
1765375380584983905,ublox_rover_wave,52.40154911,16.95162169,100.262,2
1765375380684983905,ublox_rover_circle,52.40163947,16.95174214,100.037,2
1765375380684983905,ublox_rover_line,52.40134034,16.95172024,100.037,2
1765375380684983905,ublox_rover_wave,52.40154937,16.95161946,100.037,2
1765375380784983905,ublox_rover_circle,52.40164009,16.95174018,100.108,2
1765375380784983905,ublox_rover_line,52.40134034,16.95172098,100.108,2
1765375380784983905,ublox_rover_wave,52.40154964,16.95161725,100.108,2
1765375380884983905,ublox_rover_circle,52.40164069,16.9517382,99.987,2
1765375380884983905,ublox_rover_line,52.40134034,16.95172171,99.987,2
1765375380884983905,ublox_rover_wave,52.40154991,16.95161506,99.987,2
1765375380984983905,ublox_rover_circle,52.40164129,16.95173622,99.896,2
1765375380984983905,ublox_rover_line,52.40134034,16.95172245,99.896,2
1765375380984983905,ublox_rover_wave,52.40155018,16.9516129,99.896,2
1765375381084983905,ublox_rover_circle,52.40164187,16.95173423,99.953,2
1765375381084983905,ublox_rover_line,52.40134034,16.95172319,99.953,2
1765375381084983905,ublox_rover_wave,52.40155045,16.95161076,99.953,2
1765375381184983905,ublox_rover_circle,52.40164244,16.95173223,100.359,2
1765375381184983905,ublox_rover_line,52.40134034,16.95172392,100.359,2
1765375381184983905,ublox_rover_wave,52.40155072,16.95160866,100.359,2
1765375381284983905,ublox_rover_circle,52.40164299,16.95173021,100.342,2
1765375381284983905,ublox_rover_line,52.40134034,16.95172466,100.342,2
1765375381284983905,ublox_rover_wave,52.40155099,16.95160658,100.342,2
1765375381384983905,ublox_rover_circle,52.40164354,16.95172819,100.669,2
1765375381384983905,ublox_rover_line,52.40134034,16.9517254,100.669,2
1765375381384983905,ublox_rover_wave,52.40155126,16.95160453,100.669,2
1765375381484983905,ublox_rover_circle,52.40164407,16.95172617,100.035,2
1765375381484983905,ublox_rover_line,52.40134034,16.95172613,100.035,2
1765375381484983905,ublox_rover_wave,52.40155153,16.95160253,100.035,2
1765375381584983905,ublox_rover_circle,52.40164459,16.95172413,100.151,2
1765375381584983905,ublox_rover_line,52.40134034,16.95172687,100.151,2
1765375381584983905,ublox_rover_wave,52.4015518,16.95160055,100.151,2
1765375381684983905,ublox_rover_circle,52.40164509,16.95172208,100.0,2
1765375381684983905,ublox_rover_line,52.40134034,16.9517276,100.0,2
1765375381684983905,ublox_rover_wave,52.40155207,16.95159862,100.0,2
1765375381784983905,ublox_rover_circle,52.40164559,16.95172003,100.624,2
1765375381784983905,ublox_rover_line,52.40134034,16.95172834,100.624,2
1765375381784983905,ublox_rover_wave,52.40155234,16.95159673,100.624,2
1765375381884983905,ublox_rover_circle,52.40164607,16.95171796,100.546,2
1765375381884983905,ublox_rover_line,52.40134034,16.95172908,100.546,2
1765375381884983905,ublox_rover_wave,52.40155261,16.95159488,100.546,2
1765375381984983905,ublox_rover_circle,52.40164654,16.95171589,100.249,2
1765375381984983905,ublox_rover_line,52.40134034,16.95172981,100.249,2
1765375381984983905,ublox_rover_wave,52.40155288,16.95159307,100.249,2
1765375382084983905,ublox_rover_circle,52.401647,16.95171382,100.218,2
1765375382084983905,ublox_rover_line,52.40134034,16.95173055,100.218,2
1765375382084983905,ublox_rover_wave,52.40155315,16.95159132,100.218,2
1765375382184983905,ublox_rover_circle,52.40164744,16.95171173,99.903,2
1765375382184983905,ublox_rover_line,52.40134034,16.95173129,99.903,2
1765375382184983905,ublox_rover_wave,52.40155342,16.95158961,99.903,2
1765375382284983905,ublox_rover_circle,52.40164787,16.95170964,100.001,2
1765375382284983905,ublox_rover_line,52.40134034,16.95173202,100.001,2
1765375382284983905,ublox_rover_wave,52.40155369,16.95158794,100.001,2
1765375382384983905,ublox_rover_circle,52.40164829,16.95170754,99.934,2
1765375382384983905,ublox_rover_line,52.40134034,16.95173276,99.934,2
1765375382384983905,ublox_rover_wave,52.40155396,16.95158634,99.934,2
1765375382484983905,ublox_rover_circle,52.4016487,16.95170543,100.091,2
1765375382484983905,ublox_rover_line,52.40134034,16.95173349,100.091,2
1765375382484983905,ublox_rover_wave,52.40155423,16.95158478,100.091,2
1765375382584983905,ublox_rover_circle,52.40164909,16.95170332,100.176,2
1765375382584983905,ublox_rover_line,52.40134034,16.95173423,100.176,2
1765375382584983905,ublox_rover_wave,52.4015545,16.95158328,100.176,2
1765375382684983905,ublox_rover_circle,52.40164947,16.9517012,100.365,2
1765375382684983905,ublox_rover_line,52.40134034,16.95173497,100.365,2
1765375382684983905,ublox_rover_wave,52.40155476,16.95158183,100.365,2
1765375382784983905,ublox_rover_circle,52.40164984,16.95169908,100.267,2
